uf,codigo_uf,codigo_municipio,municipio,populacao_estimada
PI,22,01556,Bela Vista do Piauí,4015
PI,22,01572,Belém do Piauí,3566
PI,22,01606,Beneditinos,10467
PI,22,01705,Bertolínia,5501
PI,22,01739,Betânia do Piauí,6205
PI,22,01770,Boa Hora,6781
PI,22,01804,Bocaina,4500
PI,22,01903,Bom Jesus,25179
PI,22,01919,Bom Princípio do Piauí,5630
PI,22,01929,Bonfim do Piauí,5670
PI,22,01945,Boqueirão do Piauí,6407
PI,22,01960,Brasileira,8329
PI,22,01988,Brejo do Piauí,3875
PI,22,02000,Buriti dos Lopes,19781
PI,22,02026,Buriti dos Montes,8244
PI,22,02059,Cabeceiras do Piauí,10586
PI,22,02075,Cajazeiras do Piauí,3559
PI,22,02083,Cajueiro da Praia,7642
PI,22,02091,Caldeirão Grande do Piauí,5776
PI,22,02109,Campinas do Piauí,5613
PI,22,02117,Campo Alegre do Fidalgo,5045
PI,22,02133,Campo Grande do Piauí,5943
PI,22,02174,Campo Largo do Piauí,7279
PI,22,02208,Campo Maior,46833
PI,22,02251,Canavieira,3950
PI,22,02307,Canto do Buriti,21187
PI,22,02406,Capitão de Campos,11417
PI,22,02455,Capitão Gervásio Oliveira,4100
PI,22,02505,Caracol,10916
PI,22,02539,Caraúbas do Piauí,5868
PI,22,02554,Caridade do Piauí,5067
PI,22,02604,Castelo do Piauí,19716
PI,22,02653,Caxingó,5424
PI,22,02703,Cocal,27787
PI,22,02711,Cocal de Telha,4891
PI,22,02729,Cocal dos Alves,6153
PI,22,02737,Coivaras,4020
PI,22,02752,Colônia do Gurguéia,6484
PI,22,02778,Colônia do Piauí,7656
PI,22,02802,Conceição do Canindé,4803
PI,22,02851,Coronel José Dias,4682
PI,22,02901,Corrente,26644
PI,22,03008,Cristalândia do Piauí,8294
PI,22,03107,Cristino Castro,10423
PI,22,03206,Curimatá,11388
PI,22,03230,Currais,4954
PI,22,03255,Curralinhos,4443
PI,22,03271,Curral Novo do Piauí,5343
PI,22,03305,Demerval Lobão,13817
PI,22,03354,Dirceu Arcoverde,7011
PI,22,03404,Dom Expedito Lopes,6904
PI,22,03420,Domingos Mourão,4355
PI,22,03453,Dom Inocêncio,9556
PI,22,03503,Elesbão Veloso,14602
PI,22,03602,Eliseu Martins,4915
PI,22,03701,Esperantina,39737
PI,22,03750,Fartura do Piauí,5307
PI,22,03800,Flores do Piauí,4463
PI,22,03859,Floresta do Piauí,2558
PI,22,03909,Floriano,59935
PI,22,04006,Francinópolis,5348
PI,22,04105,Francisco Ayres,4348
PI,22,04154,Francisco Macedo,3184
PI,22,04204,Francisco Santos,9319
PI,22,04303,Fronteiras,11625
PI,22,04352,Geminiano,5442
PI,22,04402,Gilbués,10690
PI,22,04501,Guadalupe,10499
PI,22,04550,Guaribas,4562
PI,22,04600,Hugo Napoleão,3877
PI,22,04659,Ilha Grande,9426
PI,22,04709,Inhuma,15308
PI,22,04808,Ipiranga do Piauí,9811
PI,22,04907,Isaías Coelho,8549
PI,22,05003,Itainópolis,11530
PI,22,05102,Itaueira,11019
PI,22,05151,Jacobina do Piauí,5741
PI,22,05201,Jaicós,19104
PI,22,05250,Jardim do Mulato,4504
PI,22,05276,Jatobá do Piauí,4865
PI,22,05300,Jerumenha,4452
PI,22,05359,João Costa,3008
PI,22,05409,Joaquim Pires,14354
PI,22,05458,Joca Marques,5443
PI,22,05508,José de Freitas,39208
PI,22,05516,Juazeiro do Piauí,5478
PI,22,05524,Júlio Borges,5627
PI,22,05532,Jurema,4763
PI,22,05540,Lagoinha do Piauí,2845
PI,22,05557,Lagoa Alegre,8542
PI,22,05565,Lagoa do Barro do Piauí,4655
PI,22,05573,Lagoa de São Francisco,6758
PI,22,05581,Lagoa do Piauí,4064
PI,22,05599,Lagoa do Sítio,5177
PI,22,05607,Landri Sales,5295
PI,22,05706,Luís Correia,30311
PI,22,05805,Luzilândia,25486
PI,22,05854,Madeiro,8310
PI,22,05904,Manoel Emídio,5349
PI,22,05953,Marcolândia,8492
PI,22,06001,Marcos Parente,4549
PI,22,06050,Massapê do Piauí,6441
PI,22,06100,Matias Olímpio,10936
PI,22,06209,Miguel Alves,33760
PI,22,06308,Miguel Leão,1246
PI,22,06357,Milton Brandão,6613
PI,22,06407,Monsenhor Gil,10564
PI,22,06506,Monsenhor Hipólito,7749
PI,22,06605,Monte Alegre do Piauí,10613
PI,22,06654,Morro Cabeça no Tempo,4532
PI,22,06670,Morro do Chapéu do Piauí,6796
PI,22,06696,Murici dos Portelas,9159
PI,22,06704,Nazaré do Piauí,7339
PI,22,06720,Nazária,8570
PI,22,06753,Nossa Senhora de Nazaré,4870
PI,22,06803,Nossa Senhora dos Remédios,8692
PI,22,06902,Novo Oriente do Piauí,6565
PI,22,06951,Novo Santo Antônio,2991
PI,22,07009,Oeiras,37029
PI,22,07108,Olho D'Água do Piauí,2459
PI,22,07207,Padre Marcos,6868
PI,22,07306,Paes Landim,4129
PI,22,07355,Pajeú do Piauí,3389
PI,22,07405,Palmeira do Piauí,5043
PI,22,07504,Palmeirais,14539
PI,22,07553,Paquetá,3945
PI,22,07603,Parnaguá,10791
PI,22,07702,Parnaíba,153078
PI,22,07751,Passagem Franca do Piauí,4313
PI,22,07777,Patos do Piauí,6392
PI,22,07793,Pau D'Arco do Piauí,4045
PI,22,07801,Paulistana,20523
PI,22,07850,Pavussu,3677
PI,22,07900,Pedro II,38742
PI,22,07934,Pedro Laurentino,2536
PI,22,07959,Nova Santa Rita,4374
PI,22,08007,Picos,78222
PI,22,08106,Pimenteiras,12127
PI,22,08205,Pio IX,18425
PI,22,08304,Piracuruca,28791
PI,22,08403,Piripiri,63742
PI,22,08502,Porto,12568
PI,22,08551,Porto Alegre do Piauí,2710
PI,22,08601,Prata do Piauí,3151
PI,22,08650,Queimada Nova,8992
PI,22,08700,Redenção do Gurguéia,8778
PI,22,08809,Regeneração,17978
PI,22,08858,Riacho Frio,4312
PI,22,08874,Ribeira do Piauí,4477
PI,22,08908,Ribeiro Gonçalves,7341
PI,22,09005,Rio Grande do Piauí,6432
PI,22,09104,Santa Cruz do Piauí,6240
PI,22,09153,Santa Cruz dos Milagres,4019
PI,22,09203,Santa Filomena,6253
PI,22,09302,Santa Luz,5860
PI,22,09351,Santana do Piauí,4634
PI,22,09377,Santa Rosa do Piauí,5257
PI,22,09401,Santo Antônio de Lisboa,6415
PI,22,09450,Santo Antônio dos Milagres,2161
PI,22,09500,Santo Inácio do Piauí,3798
PI,22,09559,São Braz do Piauí,4448
PI,22,09609,São Félix do Piauí,2942
PI,22,09658,São Francisco de Assis do Piauí,5755
PI,22,09708,São Francisco do Piauí,6423
PI,22,09757,São Gonçalo do Gurguéia,3041
PI,22,09807,São Gonçalo do Piauí,5015
PI,22,09856,São João da Canabrava,4608
PI,22,09872,São João da Fronteira,6042
PI,22,09906,São João da Serra,6139
PI,22,09955,São João da Varjota,4840
PI,22,09971,São João do Arraial,7989
PI,22,10003,São João do Piauí,20601
PI,22,10052,São José do Divino,5346
PI,22,10102,São José do Peixe,3745
PI,22,10201,São José do Piauí,6705
PI,22,10300,São Julião,6363
PI,22,10359,São Lourenço do Piauí,4573
PI,22,10375,São Luis do Piauí,2644
PI,22,10383,São Miguel da Baixa Grande,2452
PI,22,10391,São Miguel do Fidalgo,3039
PI,22,10409,São Miguel do Tapuio,17662
PI,22,10508,São Pedro do Piauí,14291
PI,22,10607,São Raimundo Nonato,34710
PI,22,10623,Sebastião Barros,3469
PI,22,10631,Sebastião Leal,4294
PI,22,10656,Sigefredo Pacheco,10041
PI,22,10706,Simões,14633
PI,22,10805,Simplício Mendes,12711
PI,22,10904,Socorro do Piauí,4569
PI,22,10938,Sussuapara,6730
PI,22,10953,Tamboril do Piauí,2919
PI,22,10979,Tanque do Piauí,2765
PI,22,11001,Teresina,864845
PI,22,11100,União,44485
PI,22,11209,Uruçuí,21558
PI,22,11308,Valença do Piauí,20918
PI,22,11357,Várzea Branca,4947
PI,22,11407,Várzea Grande,4391
PI,22,11506,Vera Mendes,3077
PI,22,11605,Vila Nova do Piauí,2971
PI,22,11704,Wall Ferraz,4462
PR,41,00103,Abatiá,7457
PR,41,00202,Adrianópolis,5919
PR,41,00301,Agudos do Sul,9371
PR,41,00400,Almirante Tamandaré,118623
PR,41,00459,Altamira do Paraná,1942
PR,41,00509,Altônia,22056
PR,41,00608,Alto Paraná,14770
PR,41,00707,Alto Piquiri,9836
PR,41,00806,Alvorada do Sul,11406
PR,41,00905,Amaporã,6257
PR,41,01002,Ampére,19152
PR,41,01051,Anahy,2801
PR,41,01101,Andirá,20031
PR,41,01150,Ângulo,2928
PR,41,01200,Antonina,18980
PR,41,01309,Antônio Olinto,7434
PR,41,01408,Apucarana,134996
PR,41,01507,Arapongas,123027
PR,41,01606,Arapoti,28115
PR,41,01655,Arapuã,3068
PR,41,01705,Araruna,13970
PR,41,01804,Araucária,143843
PR,41,01853,Ariranha do Ivaí,2108
PR,41,01903,Assaí,15119
PR,41,02000,Assis Chateaubriand,33362
PR,41,02109,Astorga,26111
PR,41,02208,Atalaia,3892
PR,41,02307,Balsa Nova,12941
PR,41,02406,Bandeirantes,31367
PR,41,02505,Barbosa Ferraz,11568
PR,41,02604,Barracão,10275
PR,41,02703,Barra do Jacaré,2781
PR,41,02752,Bela Vista da Caroba,3511
PR,41,02802,Bela Vista do Paraíso,15397
PR,41,02901,Bituruna,16389
PR,41,03008,Boa Esperança,4105
PR,41,03024,Boa Esperança do Iguaçu,2503
PR,41,03040,Boa Ventura de São Roque,6387
PR,41,03057,Boa Vista da Aparecida,7591
PR,41,03107,Bocaiúva do Sul,12944
PR,41,03156,Bom Jesus do Sul,3541
PR,41,03206,Bom Sucesso,7032
PR,41,03222,Bom Sucesso do Sul,3264
PR,41,03305,Borrazópolis,6592
PR,41,03354,Braganey,5427
PR,41,03370,Brasilândia do Sul,2651
PR,41,03404,Cafeara,2934
PR,41,03453,Cafelândia,18120
PR,41,03479,Cafezal do Sul,4044
PR,41,03503,Califórnia,8570
PR,41,03602,Cambará,25360
PR,41,03701,Cambé,106533
PR,41,03800,Cambira,7865
PR,41,03909,Campina da Lagoa,14202
PR,41,03958,Campina do Simão,3887
PR,41,04006,Campina Grande do Sul,43288
PR,41,04055,Campo Bonito,3833
PR,41,04105,Campo do Tenente,7971
PR,41,04204,Campo Largo,132002
PR,41,04253,Campo Magro,29318
PR,41,04303,Campo Mourão,94859
PR,41,04402,Cândido de Abreu,15018
PR,41,04428,Candói,15979
PR,41,04451,Cantagalo,13317
PR,41,04501,Capanema,19124
PR,41,04600,Capitão Leônidas Marques,15780
PR,41,04659,Carambeí,23415
PR,41,04709,Carlópolis,14320
PR,41,04808,Cascavel,328454
PR,41,04907,Castro,71484
PR,41,05003,Catanduvas,10189
PR,41,05102,Centenário do Sul,10827
PR,41,05201,Cerro Azul,17779
PR,41,05300,Céu Azul,11765
PR,41,05409,Chopinzinho,19254
PR,41,05508,Cianorte,82620
PR,41,05607,Cidade Gaúcha,12652
PR,41,05706,Clevelândia,16559
PR,41,05805,Colombo,243726
PR,41,05904,Colorado,24012
PR,41,06001,Congonhinhas,8818
PR,41,06100,Conselheiro Mairinck,3860
PR,41,06209,Contenda,18584
PR,41,06308,Corbélia,17071
PR,41,06407,Cornélio Procópio,47845
PR,41,06456,Coronel Domingos Soares,7497
PR,41,06506,Coronel Vivida,20734
PR,41,06555,Corumbataí do Sul,3219
PR,41,06571,Cruzeiro do Iguaçu,4252
PR,41,06605,Cruzeiro do Oeste,20932
PR,41,06704,Cruzeiro do Sul,4469
PR,41,06803,Cruz Machado,18708
PR,41,06852,Cruzmaltina,2950
PR,41,06902,Curitiba,1933105
PR,41,07009,Curiúva,15101
PR,41,07108,Diamante do Norte,5087
PR,41,07124,Diamante do Sul,3439
PR,41,07157,Diamante D'Oeste,5253
PR,41,07207,Dois Vizinhos,40641
PR,41,07256,Douradina,8747
PR,41,07306,Doutor Camargo,5979
PR,41,07405,Enéas Marques,5961
PR,41,07504,Engenheiro Beltrão,14000
PR,41,07520,Esperança Nova,1698
PR,41,07538,Entre Rios do Oeste,4539
PR,41,07546,Espigão Alto do Iguaçu,4117
PR,41,07553,Farol,3089
PR,41,07603,Faxinal,17251
PR,41,07652,Fazenda Rio Grande,100209
PR,41,07702,Fênix,4762
PR,41,07736,Fernandes Pinheiro,5646
PR,41,07751,Figueira,7770
PR,41,07801,Floraí,4929
PR,41,07850,Flor da Serra do Sul,4624
PR,41,07900,Floresta,6774
PR,41,08007,Florestópolis,10548
PR,41,08106,Flórida,2689
PR,41,08205,Formosa do Oeste,6578
PR,41,08304,Foz do Iguaçu,258532
PR,41,08320,Francisco Alves,6046
PR,41,08403,Francisco Beltrão,91093
PR,41,08452,Foz do Jordão,4650
PR,41,08502,General Carneiro,13710
PR,41,08551,Godoy Moreira,2946
PR,41,08601,Goioerê,28884
PR,41,08650,Goioxim,7111
PR,41,08700,Grandes Rios,5618
PR,41,08809,Guaíra,33119
PR,41,08908,Guairaçá,6581
PR,41,08957,Guamiranga,8739
PR,41,09005,Guapirama,3802
PR,41,09104,Guaporema,2243
PR,41,09203,Guaraci,5502
PR,41,09302,Guaraniaçu,12472
PR,41,09401,Guarapuava,181504
PR,41,09500,Guaraqueçaba,7636
PR,41,09609,Guaratuba,37067
PR,41,09658,Honório Serpa,5211
PR,41,09708,Ibaiti,31364
PR,41,09757,Ibema,6352
PR,41,09807,Ibiporã,54558
PR,41,09906,Icaraíma,7904
PR,41,10003,Iguaraçu,4404
PR,41,10052,Iguatu,2256
PR,41,10078,Imbaú,13111
PR,41,10102,Imbituva,32564
PR,41,10201,Inácio Martins,11125
PR,41,10300,Inajá,3109
PR,41,10409,Indianópolis,4457
PR,41,10508,Ipiranga,15172
PR,41,10607,Iporã,13926
PR,41,10656,Iracema do Oeste,2288
PR,41,10706,Irati,60727
PR,41,10805,Iretama,10169
PR,41,10904,Itaguajé,4466
PR,41,10953,Itaipulândia,11176
PR,41,11001,Itambaracá,6582
PR,41,11100,Itambé,6108
PR,41,11209,Itapejara d'Oeste,11964
PR,41,11258,Itaperuçu,28634
PR,41,11308,Itaúna do Sul,2865
PR,41,11407,Ivaí,13879
PR,41,11506,Ivaiporã,31984
PR,41,11555,Ivaté,8185
PR,41,11605,Ivatuba,3259
PR,41,11704,Jaboti,5274
PR,41,11803,Jacarezinho,39378
PR,41,11902,Jaguapitã,13620
PR,41,12009,Jaguariaíva,34857
PR,41,12108,Jandaia do Sul,21176
PR,41,12207,Janiópolis,5245
PR,41,12306,Japira,4994
PR,41,12405,Japurá,9425
PR,41,12504,Jardim Alegre,11328
PR,41,12603,Jardim Olinda,1331
PR,41,12702,Jataizinho,12588
PR,41,12751,Jesuítas,8412
PR,41,12801,Joaquim Távora,11908
PR,41,12900,Jundiaí do Sul,3292
PR,41,12959,Juranda,7340
PR,41,13007,Jussara,7013
PR,41,13106,Kaloré,4100
PR,41,13205,Lapa,48163
PR,41,13254,Laranjal,5852
PR,41,13304,Laranjeiras do Sul,32073
PR,41,13403,Leópolis,3954
PR,41,13429,Lidianópolis,3310
PR,41,13452,Lindoeste,4676
PR,41,13502,Loanda,23086
PR,41,13601,Lobato,4787
PR,41,13700,Londrina,569733
PR,41,13734,Luiziana,7262
PR,41,13759,Lunardelli,4794
PR,41,13809,Lupionópolis,4920
PR,41,13908,Mallet,13630
PR,41,14005,Mamborê,13132
PR,41,14104,Mandaguaçu,22819
PR,41,14203,Mandaguari,34400
PR,41,14302,Mandirituba,26869
PR,41,14351,Manfrinópolis,2571
PR,41,14401,Mangueirinha,16714
PR,41,14500,Manoel Ribas,13502
PR,41,14609,Marechal Cândido Rondon,52944
PR,41,14708,Maria Helena,5677
PR,41,14807,Marialva,35496
PR,41,14906,Marilândia do Sul,8836
PR,41,15002,Marilena,7076
PR,41,15101,Mariluz,10345
PR,41,15200,Maringá,423666
PR,41,15309,Mariópolis,6610
PR,41,15358,Maripá,5603
PR,41,15408,Marmeleiro,14367
PR,41,15457,Marquinho,4405
PR,41,15507,Marumbi,4679
PR,41,15606,Matelândia,17943
PR,41,15705,Matinhos,34720
PR,41,15739,Mato Rico,3272
PR,41,15754,Mauá da Serra,10601
PR,41,15804,Medianeira,46198
PR,41,15853,Mercedes,5536
PR,41,15903,Mirador,2213
PR,41,16000,Miraselva,1806
PR,41,16059,Missal,10702
PR,41,16109,Moreira Sales,12121
PR,41,16208,Morretes,16406
PR,41,16307,Munhoz de Melo,3984
PR,41,16406,Nossa Senhora das Graças,4008
PR,41,16505,Nova Aliança do Ivaí,1543
PR,41,16604,Nova América da Colina,3445
PR,41,16703,Nova Aurora,10472
PR,41,16802,Nova Cantu,5302
PR,41,16901,Nova Esperança,27904
PR,41,16950,Nova Esperança do Sudoeste,5046
PR,41,17008,Nova Fátima,8153
PR,41,17057,Nova Laranjeiras,11554
PR,41,17107,Nova Londrina,13213
PR,41,17206,Nova Olímpia,5806
PR,41,17214,Nova Santa Bárbara,4249
PR,41,17222,Nova Santa Rosa,8219
PR,41,17255,Nova Prata do Iguaçu,10548
PR,41,17271,Nova Tebas,5649
PR,41,17297,Novo Itacolomi,2844
PR,41,17305,Ortigueira,22141
PR,41,17404,Ourizona,3428
PR,41,17453,Ouro Verde do Oeste,5996
PR,41,17503,Paiçandu,41281
PR,41,17602,Palmas,50986
PR,41,17701,Palmeira,33877
PR,41,17800,Palmital,13172
PR,41,17909,Palotina,31846
PR,41,18006,Paraíso do Norte,13830
PR,41,18105,Paranacity,11472
PR,41,18204,Paranaguá,154936
PR,41,18303,Paranapoema,3203
PR,41,18402,Paranavaí,88374
PR,41,18451,Pato Bragado,5610
PR,41,18501,Pato Branco,82881
PR,41,18600,Paula Freitas,5873
PR,41,18709,Paulo Frontin,7354
PR,41,18808,Peabiru,13996
PR,41,18857,Perobal,6127
PR,41,18907,Pérola,11234
PR,41,19004,Pérola d'Oeste,6347
PR,41,19103,Piên,12746
PR,41,19152,Pinhais,132157
PR,41,19202,Pinhalão,6326
PR,41,19251,Pinhal de São Bento,2731
PR,41,19301,Pinhão,32391
PR,41,19400,Piraí do Sul,25463
PR,41,19509,Piraquara,113036
PR,41,19608,Pitanga,30310
PR,41,19657,Pitangueiras,3224
PR,41,19707,Planaltina do Paraná,4263
PR,41,19806,Planalto,13479
PR,41,19905,Ponta Grossa,351736
PR,41,19954,Pontal do Paraná,27284
PR,41,20002,Porecatu,12914
PR,41,20101,Porto Amazonas,4848
PR,41,20150,Porto Barreiro,3237
PR,41,20200,Porto Rico,2559
PR,41,20309,Porto Vitória,4065
PR,41,20333,Prado Ferreira,3753
PR,41,20358,Pranchita,5157
PR,41,20408,Presidente Castelo Branco,5306
PR,41,20507,Primeiro de Maio,11123
PR,41,20606,Prudentópolis,52241
PR,41,20655,Quarto Centenário,4512
PR,41,20705,Quatiguá,7449
PR,41,20804,Quatro Barras,23559
PR,41,20853,Quatro Pontes,4015
PR,41,20903,Quedas do Iguaçu,34103
PR,41,21000,Querência do Norte,12206
PR,41,21109,Quinta do Sol,4573
PR,41,21208,Quitandinha,19049
PR,41,21257,Ramilândia,4451
PR,41,21307,Rancho Alegre,3808
PR,41,21356,Rancho Alegre D'Oeste,2655
PR,41,21406,Realeza,16922
PR,41,21505,Rebouças,14899
PR,41,21604,Renascença,6802
PR,41,21703,Reserva,26715
PR,41,21752,Reserva do Iguaçu,8010
PR,41,21802,Ribeirão Claro,10668
PR,41,21901,Ribeirão do Pinhal,13029
PR,41,22008,Rio Azul,15236
PR,41,22107,Rio Bom,3203
PR,41,22156,Rio Bonito do Iguaçu,13269
PR,41,22172,Rio Branco do Ivaí,4096
PR,41,22206,Rio Branco do Sul,32397
PR,41,22305,Rio Negro,34170
PR,41,22404,Rolândia,66580
PR,41,22503,Roncador,9849
PR,41,22602,Rondon,9579
PR,41,22651,Rosário do Ivaí,4786
PR,41,22701,Sabáudia,6827
PR,41,22800,Salgado Filho,3580
PR,41,22909,Salto do Itararé,4935
PR,41,23006,Salto do Lontra,14785
PR,41,23105,Santa Amélia,3324
PR,41,23204,Santa Cecília do Pavão,3334
PR,41,23303,Santa Cruz de Monte Castelo,7800
PR,41,23402,Santa Fé,12037
PR,41,23501,Santa Helena,26490
PR,41,23600,Santa Inês,1596
PR,41,23709,Santa Isabel do Ivaí,8562
PR,41,23808,Santa Izabel do Oeste,14659
PR,41,23824,Santa Lúcia,3813
PR,41,23857,Santa Maria do Oeste,9615
PR,41,23907,Santa Mariana,11724
PR,41,23956,Santa Mônica,3981
PR,41,24004,Santana do Itararé,4992
PR,41,24020,Santa Tereza do Oeste,10139
PR,41,24053,Santa Terezinha de Itaipu,23465
PR,41,24103,Santo Antônio da Platina,45993
PR,41,24202,Santo Antônio do Caiuá,2641
PR,41,24301,Santo Antônio do Paraíso,2106
PR,41,24400,Santo Antônio do Sudoeste,20166
PR,41,24509,Santo Inácio,5438
PR,41,24608,São Carlos do Ivaí,6878
PR,41,24707,São Jerônimo da Serra,11170
PR,41,24806,São João,10241
PR,41,24905,São João do Caiuá,5855
PR,41,25001,São João do Ivaí,10219
PR,41,25100,São João do Triunfo,15120
PR,41,25209,São Jorge d'Oeste,9050
PR,41,25308,São Jorge do Ivaí,5551
PR,41,25357,São Jorge do Patrocínio,5641
PR,41,25407,São José da Boa Vista,6206
PR,41,25456,São José das Palmeiras,3654
PR,41,25506,São José dos Pinhais,323340
PR,41,25555,São Manoel do Paraná,2160
PR,41,25605,São Mateus do Sul,46261
PR,41,25704,São Miguel do Iguaçu,27452
PR,41,25753,São Pedro do Iguaçu,5897
PR,41,25803,São Pedro do Ivaí,10981
PR,41,25902,São Pedro do Paraná,2313
PR,41,26009,São Sebastião da Amoreira,8853
PR,41,26108,São Tomé,5722
PR,41,26207,Sapopema,6736
PR,41,26256,Sarandi,96688
PR,41,26272,Saudade do Iguaçu,5500
PR,41,26306,Sengés,19327
PR,41,26355,Serranópolis do Iguaçu,4495
PR,41,26405,Sertaneja,5284
PR,41,26504,Sertanópolis,16369
PR,41,26603,Siqueira Campos,21016
PR,41,26652,Sulina,2981
PR,41,26678,Tamarana,14797
PR,41,26702,Tamboara,5120
PR,41,26801,Tapejara,16205
PR,41,26900,Tapira,5539
PR,41,27007,Teixeira Soares,12367
PR,41,27106,Telêmaco Borba,78974
PR,41,27205,Terra Boa,17094
PR,41,27304,Terra Rica,16789
PR,41,27403,Terra Roxa,17481
PR,41,27502,Tibagi,20522
PR,41,27601,Tijucas do Sul,16868
PR,41,27700,Toledo,140635
PR,41,27809,Tomazina,7918
PR,41,27858,Três Barras do Paraná,12040
PR,41,27882,Tunas do Paraná,8769
PR,41,27908,Tuneiras do Oeste,8566
PR,41,27957,Tupãssi,8124
PR,41,27965,Turvo,13215
PR,41,28005,Ubiratã,21013
PR,41,28104,Umuarama,111557
PR,41,28203,União da Vitória,57517
PR,41,28302,Uniflor,2605
PR,41,28401,Uraí,11314
PR,41,28500,Wenceslau Braz,19414
PR,41,28534,Ventania,11892
PR,41,28559,Vera Cruz do Oeste,8521
PR,41,28609,Verê,7257
PR,41,28625,Alto Paraíso,2741
PR,41,28633,Doutor Ulysses,5580
PR,41,28658,Virmond,4023
PR,41,28708,Vitorino,6838
PR,41,28807,Xambrê,5679
RJ,33,00100,Angra dos Reis,203785
RJ,33,00159,Aperibé,11759
RJ,33,00209,Araruama,132400
RJ,33,00225,Areal,12572
RJ,33,00233,Armação dos Búzios,40532
RJ,33,00258,Arraial do Cabo,30349
RJ,33,00308,Barra do Piraí,100374
RJ,33,00407,Barra Mansa,184412
RJ,33,00456,Belford Roxo,510906
RJ,33,00506,Bom Jardim,27446
RJ,33,00605,Bom Jesus do Itabapoana,37096
RJ,33,00704,Cabo Frio,219863
RJ,33,00803,Cachoeiras de Macacu,58937
RJ,33,00902,Cambuci,15505
RJ,33,00936,Carapebus,16301
RJ,33,00951,Comendador Levy Gasparian,8561
RJ,33,01009,Campos dos Goytacazes,507548
RJ,33,01108,Cantagalo,20172
RJ,33,01157,Cardoso Moreira,12823
RJ,33,01207,Carmo,18895
RJ,33,01306,Casimiro de Abreu,44184
RJ,33,01405,Conceição de Macabu,23228
RJ,33,01504,Cordeiro,21926
RJ,33,01603,Duas Barras,11492
RJ,33,01702,Duque de Caxias,919596
RJ,33,01801,Engenheiro Paulo de Frontin,14002
RJ,33,01850,Guapimirim,60517
RJ,33,01876,Iguaba Grande,28310
RJ,33,01900,Itaboraí,240592
RJ,33,02007,Itaguaí,133019
RJ,33,02056,Italva,15207
RJ,33,02106,Itaocara,23234
RJ,33,02205,Itaperuna,103224
RJ,33,02254,Itatiaia,31805
RJ,33,02270,Japeri,104768
RJ,33,02304,Laje do Muriaé,7355
RJ,33,02403,Macaé,256672
RJ,33,02452,Macuco,5599
RJ,33,02502,Magé,245071
RJ,33,02601,Mangaratiba,44468
RJ,33,02700,Maricá,161207
RJ,33,02809,Mendes,18614
RJ,33,02858,Mesquita,176103
RJ,33,02908,Miguel Pereira,25538
RJ,33,03005,Miracema,27174
RJ,33,03104,Natividade,15317
RJ,33,03203,Nilópolis,162485
RJ,33,03302,Niterói,513584
RJ,33,03401,Nova Friburgo,190631
RJ,33,03500,Nova Iguaçu,821128
RJ,33,03609,Paracambi,52257
RJ,33,03708,Paraíba do Sul,44285
RJ,33,03807,Paraty,43165
RJ,33,03856,Paty do Alferes,27769
RJ,33,03906,Petrópolis,306191
RJ,33,03955,Pinheiral,25156
RJ,33,04003,Piraí,29277
RJ,33,04102,Porciúncula,18847
RJ,33,04110,Porto Real,19683
RJ,33,04128,Quatis,14302
RJ,33,04144,Queimados,150319
RJ,33,04151,Quissamã,24700
RJ,33,04201,Resende,131341
RJ,33,04300,Rio Bonito,60201
RJ,33,04409,Rio Claro,18529
RJ,33,04508,Rio das Flores,9284
RJ,33,04524,Rio das Ostras,150674
RJ,33,04557,Rio de Janeiro,6718903
RJ,33,04607,Santa Maria Madalena,10404
RJ,33,04706,Santo Antônio de Pádua,42479
RJ,33,04755,São Francisco de Itabapoana,42205
RJ,33,04805,São Fidélis,38669
RJ,33,04904,São Gonçalo,1084839
RJ,33,05000,São João da Barra,36102
RJ,33,05109,São João de Meriti,472406
RJ,33,05133,São José de Ubá,7171
RJ,33,05158,São José do Vale do Rio Preto,21795
RJ,33,05208,São Pedro da Aldeia,104476
RJ,33,05307,São Sebastião do Alto,9357
RJ,33,05406,Sapucaia,18228
RJ,33,05505,Saquarema,89170
RJ,33,05554,Seropédica,82312
RJ,33,05604,Silva Jardim,21774
RJ,33,05703,Sumidouro,15623
RJ,33,05752,Tanguá,34309
RJ,33,05802,Teresópolis,182594
RJ,33,05901,Trajano de Moraes,10626
RJ,33,06008,Três Rios,81804
RJ,33,06107,Valença,76523
RJ,33,06156,Varre-Sai,11000
RJ,33,06206,Vassouras,36896
RJ,33,06305,Volta Redonda,273012
RN,24,00109,Acari,11136
RN,24,00208,Açu,58017
RN,24,00307,Afonso Bezerra,11035
RN,24,00406,Água Nova,3252
RN,24,00505,Alexandria,13577
RN,24,00604,Almino Afonso,4735
RN,24,00703,Alto do Rodrigues,14529
RN,24,00802,Angicos,11714
RN,24,00901,Antônio Martins,7145
RN,24,01008,Apodi,35845
RN,24,01107,Areia Branca,27774
RN,24,01206,Arês,14306
RN,24,01305,Augusto Severo,9655
RN,24,01404,Baía Formosa,9271
RN,24,01453,Baraúna,28374
RN,24,01503,Barcelona,3998
RN,24,01602,Bento Fernandes,5497
RN,24,01651,Bodó,2223
RN,24,01701,Bom Jesus,10210
RN,24,01800,Brejinho,12699
RN,24,01859,Caiçara do Norte,6549
RN,24,01909,Caiçara do Rio do Vento,3684
RN,24,02006,Caicó,67952
RN,24,02105,Campo Redondo,11217
